Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry,Last Update
MRCY,Mercury Systems Inc,38.22,1832400914,1998,Capital Goods,Electrical Products,4/23/17
CRZO,"Carrizo Oil & Gas, Inc.",28,1823947188,1997,Energy,Oil & Gas Production,4/24/17
GGAL,Grupo Financiero Galicia S.A.,38.78,1823477482,NAN,Finance,Commercial Banks,4/24/17
SBRA,"Sabra Healthcare REIT, Inc.",27.91,1822121487,NAN,Consumer Services,Real Estate Investment Trusts,4/23/17
PLUS,ePlus inc.,64.25,1819680019,1996,Technology,Retail: Computer Software & Peripheral Equipment,4/24/17
UCBI,"United Community Banks, Inc.",25.63,1818871087,NAN,Finance,Major Banks,4/25/17
CYBR,CyberArk Software Ltd.,51.95,1788286331,2014,Technology,Computer Software: Prepackaged Software,4/25/17
AAON,"AAON, Inc.",33.95,1786783815,NAN,Capital Goods,Industrial Machinery/Components,4/25/17
STMP,Stamps.com Inc.,105.65,1779971760,1999,Miscellaneous,Business Services,4/24/17
CIGI,Colliers International Group Inc. ,47.5,1779108558,NAN,Finance,Real Estate,4/26/17
IRBT,iRobot Corporation,65.13,1774545722,2005,Consumer Durables,Consumer Electronics/Appliances,4/26/17
INOV,"Inovalon Holdings, Inc.",11.95,1768749375,2015,Technology,EDP Services,4/23/17
SYNA,Synaptics Incorporated,50.01,1768254930,2002,Technology,EDP Services,4/26/17
LTXB,"LegacyTexas Financial Group, Inc.",36.87,1765575181,NAN,Finance,Savings Institutions,4/23/17
CCMP,Cabot Microelectronics Corporation,70.44,1763051847,2000,Technology,Semiconductors,4/26/17
TERP,"TerraForm Power, Inc.",12.39,1760815555,2014,Public Utilities,Electric Utilities: Central,4/23/17
RNST,Renasant Corporation,39.65,1760250133,NAN,Finance,Major Banks,4/23/17
WERN,"Werner Enterprises, Inc.",24.35,1758551351,1986,Transportation,Trucking Freight/Courier Services,4/26/17
CENTA,Central Garden & Pet Company,34.22,1756489330,NAN,Consumer Durables,Consumer Specialties,4/26/17
SFBS,"ServisFirst Bancshares, Inc.",33.26,1756440511,2014,Finance,Major Banks,4/24/17
VNOM,Viper Energy Partners LP,17.98,1754404901,2014,Energy,Oil & Gas Production,4/26/17
AMED,Amedisys Inc,52.11,1751282656,NAN,Health Care,Medical/Nursing Services,4/26/17
BANR,Banner Corporation,52.51,1742803644,NAN,Finance,Major Banks,4/23/17
VCLT,Vanguard Long-Term Corporate Bond ETF,90.96,1737674462,NAN,NAN,NAN,4/26/17
CSQ,Calamos Strategic Total Return Fund,11.11,1716650540,2004,NAN,NAN,4/25/17
SKYW,"SkyWest, Inc.",33.05,1712599145,1986,Transportation,Air Freight/Delivery Services,4/26/17
MNRO,"Monro Muffler Brake, Inc.",52.45,1708098239,1991,Consumer Services,Automotive Aftermarket,4/23/17
GSM,Ferroglobe PLC,9.93,1706352859,NAN,Capital Goods,Metal Fabrications,4/25/17
AMBA,"Ambarella, Inc.",50.71,1700025113,2012,Technology,Semiconductors,4/23/17
DSGX,The Descartes Systems Group Inc.,22.4,1699592922,NAN,Technology,Computer Software: Prepackaged Software,4/23/17
NXTM,"NxStage Medical, Inc.",26,1695626634,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,4/24/17
YY,YY Inc.,43.99,1686189664,2012,Technology,EDP Services,4/23/17
AHGP,"Alliance Holdings GP, L.P.",28.09,1681551670,2006,Energy,Coal Mining,4/26/17
ISCA,International Speedway Corporation,37.35,1680691062,1996,Consumer Services,Services-Misc. Amusement & Recreation,4/24/17
FIBK,"First Interstate BancSystem, Inc.",37.1,1669338059,2010,Finance,Major Banks,4/23/17
PENN,"Penn National Gaming, Inc.",18.32,1665013328,1994,Consumer Services,Hotels/Resorts,4/25/17
HALO,"Halozyme Therapeutics, Inc.",12.81,1662754781,NAN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/26/17
BLDR,"Builders FirstSource, Inc.",14.78,1656020563,2005,Consumer Services,RETAIL: Building Materials,4/23/17
NWBI,"Northwest Bancshares, Inc.",16.25,1655820416,2009,Finance,Major Banks,4/24/17
PINC,"Premier, Inc.",32.5,1648098010,2013,Consumer Services,Other Consumer Services,4/23/17
INDB,Independent Bank Corp.,60.9,1647273686,NAN,Finance,Major Banks,4/25/17
SRPT,"Sarepta Therapeutics, Inc.",29.93,1640560872,NAN,Health Care,Major Pharmaceuticals,4/24/17
SFNC,Simmons First National Corporation,52.3,1639535232,NAN,Finance,Major Banks,4/24/17
HMSY,HMS Holdings Corp,19.575,1635545551,1992,Miscellaneous,Business Services,4/23/17
XXIA,Ixia,19.65,1634911971,2000,Capital Goods,Electrical Products,4/26/17
SFLY,"Shutterfly, Inc.",48.51,1632388763,2006,Miscellaneous,Other Consumer Services,4/23/17
FGEN,"FibroGen, Inc",25.25,1626654515,2014,Health Care,Major Pharmaceuticals,4/26/17
SIMO,Silicon Motion Technology Corporation,46.14,1626304701,2005,Technology,Semiconductors,4/26/17
NTGR,"NETGEAR, Inc.",49.35,1625179691,2003,Public Utilities,Telecommunications Equipment,4/26/17
ARLP,"Alliance Resource Partners, L.P.",21.75,1622485533,1999,Energy,Coal Mining,4/26/17
ONCE,"Spark Therapeutics, Inc.",52.09,1617101077,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/25/17
WSBC,"WesBanco, Inc.",36.75,1615266025,NAN,Finance,Major Banks,4/24/17
IBTX,"Independent Bank Group, Inc",58.25,1615125535,2013,Finance,Major Banks,4/23/17
FFBC,First Financial Bancorp.,26,1611940174,NAN,Finance,Major Banks,4/24/17
NTRI,NutriSystem Inc,53.8,1608996654,NAN,Consumer Services,Catalog/Specialty Distribution,4/23/17
ABCB,Ameris Bancorp,43.2,1604071814,1994,Finance,Major Banks,4/23/17
MGLN,"Magellan Health, Inc.",67.95,1603578958,NAN,Health Care,Hospital/Nursing Management,4/24/17
WINS,Wins Finance Holdings Inc.,80,1603331760,2014,Finance,Finance: Consumer Services,4/23/17
IGF,iShares Global Infrastructure ETF,42.55,1587115000,NAN,NAN,NAN,4/23/17
HTLD,"Heartland Express, Inc.",19,1583400644,1986,Transportation,Trucking Freight/Courier Services,4/26/17
TTMI,"TTM Technologies, Inc.",15.56,1583020967,2000,Technology,Electrical Products,4/24/17
GOV,Government Properties Income Trust,22.21,1580861292,2009,Finance,Real Estate,4/25/17
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,113.72,1575022000,NAN,NAN,NAN,4/24/17
RDUS,"Radius Health, Inc.",36.45,1574147342,2014,Health Care,Major Pharmaceuticals,4/25/17
LXRX,"Lexicon Pharmaceuticals, Inc.",15.08,1573141498,NAN,Health Care,Major Pharmaceuticals,4/26/17
AIRM,Air Methods Corporation,43.05,1568299963,NAN,Transportation,Transportation Services,4/24/17
BOFI,"BofI Holding, Inc.",24.71,1565677713,2005,Finance,Savings Institutions,4/23/17
XPER,Xperi Corporation,31.8,1565145025,NAN,Technology,Semiconductors,4/26/17
BL,"BlackLine, Inc.",30.4,1559014266,2016,NAN,NAN,4/24/17
SUPN,"Supernus Pharmaceuticals, Inc.",31.05,1557545501,2012,Health Care,Major Pharmaceuticals,4/26/17
WPPGY,WPP plc,107.84,1557440809,NAN,Technology,Advertising,4/23/17
RMR,The RMR Group Inc.,50.05,1555675722,NAN,Consumer Services,Professional Services,4/25/17
BMCH,"BMC Stock Holdings, Inc.",23.25,1551731389,2013,Consumer Services,RETAIL: Building Materials,4/24/17
INVA,"Innoviva, Inc.",14.19,1549564574,NAN,Health Care,Major Pharmaceuticals,4/23/17
INGN,"Inogen, Inc",75.21,1546218097,2014,Health Care,Industrial Specialties,4/25/17
EXLS,"ExlService Holdings, Inc.",45.7,1544483370,2006,Miscellaneous,Business Services,4/25/17
NBTB,NBT Bancorp Inc.,35.56,1543089644,NAN,Finance,Major Banks,4/24/17
SOHU,Sohu.com Inc.,39.65,1538946869,NAN,Technology,EDP Services,4/23/17
FEX,First Trust Large Cap Core AlphaDEX Fund,50.74,1537422101,NAN,NAN,NAN,4/24/17
FRME,First Merchants Corporation,37.1,1530305994,NAN,Finance,Major Banks,4/24/17
GMLP,Golar LNG Partners LP,21.92,1517922539,2011,Consumer Services,Marine Transportation,4/26/17
AAAP,Advanced Accelerator Applications S.A.,37.42,1516829018,2015,Health Care,Major Pharmaceuticals,4/23/17
BPMC,Blueprint Medicines Corporation,45.59,1513765892,2015,Health Care,Major Pharmaceuticals,4/23/17
BNCN,BNC Bancorp,31.75,1504857290,NAN,Finance,Major Banks,4/26/17
NAVG,"The Navigators Group, Inc.",51.3,1495679561,1986,Finance,Property-Casualty Insurers,4/26/17
OTTR,Otter Tail Corporation,37.85,1491701165,NAN,Public Utilities,Electric Utilities: Central,4/23/17
EXPO,"Exponent, Inc.",58,1484628204,NAN,Consumer Services,Professional Services,4/25/17
IOSP,Innospec Inc.,60.4,1483000475,NAN,Basic Industries,Major Chemicals,4/25/17
BRKS,"Brooks Automation, Inc.",21.29,1480104389,1995,Technology,Industrial Machinery/Components,4/24/17
SHEN,Shenandoah Telecommunications Co,30.05,1475387718,NAN,Public Utilities,Telecommunications Equipment,4/26/17
UBSH,Union Bankshares Corporation,33.56,1466349833,NAN,Finance,Major Banks,4/23/17
PRAA,"PRA Group, Inc.",31.55,1464214362,2002,Finance,Finance: Consumer Services,4/24/17
COUP,Coupa Software Incorporated,28.98,1463352026,2016,Technology,Computer Software: Prepackaged Software,4/24/17
ORBK,Orbotech Ltd.,30.59,1463288129,NAN,Capital Goods,Industrial Machinery/Components,4/26/17
OMCL,"Omnicell, Inc.",39.55,1461515394,2001,Technology,Computer Manufacturing,4/24/17
SCHL,Scholastic Corporation,41.89,1458869057,1992,Consumer Services,Books,4/26/17
APOG,"Apogee Enterprises, Inc.",50.72,1452940742,NAN,Capital Goods,Auto Parts:O.E.M.,4/26/17
SYNT,"Syntel, Inc.",17.37,1452739168,1997,Technology,EDP Services,4/25/17
NSIT,"Insight Enterprises, Inc.",40.6,1451447077,1995,Consumer Services,Catalog/Specialty Distribution,4/25/17
AINV,Apollo Investment Corporation,6.6,1449984716,2004,NAN,NAN,4/26/17
AERI,"Aerie Pharmaceuticals, Inc.",43,1445927718,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/25/17
WDFC,WD-40 Company,102.8,1445697371,1973,Basic Industries,Major Chemicals,4/25/17
TTD,"The Trade Desk, Inc.",36.85,1441994154,2016,Technology,"Computer Software: Programming, Data Processing",4/24/17
ALRM,"Alarm.com Holdings, Inc.",31.04,1437379058,2015,Technology,Computer Software: Prepackaged Software,4/24/17
ARRY,Array BioPharma Inc.,8.46,1429801293,2000,Health Care,Major Pharmaceuticals,4/23/17
VGSH,Vanguard Short-Term Government ETF,60.89,1427719249,NAN,NAN,NAN,4/24/17
OCLR,"Oclaro, Inc.",8.57,1427679668,NAN,Technology,Semiconductors,4/25/17
CORE,"Core-Mark Holding Company, Inc.",30.82,1427515767,NAN,Consumer Non-Durables,Food Distributors,4/25/17
DERM,"Dermira, Inc.",34.17,1415501783,2014,Health Care,Major Pharmaceuticals,4/24/17
WSFS,WSFS Financial Corporation,45.05,1414391917,NAN,Finance,Major Banks,4/24/17
FWRD,Forward Air Corporation,46.45,1405581970,NAN,Transportation,Oil Refining/Marketing,4/24/17
IMPV,"Imperva, Inc.",41.95,1403418121,NAN,Technology,Computer Software: Prepackaged Software,4/25/17
PRGS,Progress Software Corporation,29.09,1398662472,1991,Technology,Computer Software: Prepackaged Software,4/23/17
CZR,Caesars Entertainment Corporation,9.5,1398256902,2012,Consumer Services,Hotels/Resorts,4/25/17
SHLD,Sears Holdings Corporation,13.04,1397249536,NAN,Consumer Services,Department/Specialty Retail Stores,4/25/17
AMWD,American Woodmark Corporation,86.05,1396817381,1986,Basic Industries,Forest Products,4/23/17
WABC,Westamerica Bancorporation,52.98,1391986825,NAN,Finance,Major Banks,4/26/17
CMCT,CIM Commercial Trust Corporation,16.516,1388138106,NAN,Consumer Services,Real Estate Investment Trusts,4/25/17
INFN,Infinera Corporation,9.45,1383625067,2007,Public Utilities,Telecommunications Equipment,4/24/17
ASTE,"Astec Industries, Inc.",60.02,1383223861,1986,Capital Goods,Construction/Ag Equipment/Trucks,4/25/17
TREE,"LendingTree, Inc.",116.8,1382881165,NAN,Finance,Finance: Consumer Services,4/26/17
RMBS,"Rambus, Inc.",12.35,1378496453,1997,Technology,Semiconductors,4/26/17
KLIC,"Kulicke and Soffa Industries, Inc.",19.36,1373701132,NAN,Technology,Semiconductors,4/25/17
BANF,BancFirst Corporation,86.5,1372118706,1993,Finance,Major Banks,4/24/17
PDP,PowerShares DWA Momentum Portfolio,44.12,1369926000,NAN,NAN,NAN,4/24/17
EGOV,NIC Inc.,20.35,1358861706,1999,Miscellaneous,Business Services,4/25/17
AAWW,Atlas Air Worldwide Holdings,53.9,1354324171,NAN,Transportation,Transportation Services,4/26/17
KALU,Kaiser Aluminum Corporation,77.02,1346530108,NAN,Capital Goods,Metal Fabrications,4/24/17
EGHT,8x8 Inc,14.8,1345806002,NAN,Public Utilities,Telecommunications Equipment,4/26/17
PKW,PowerShares BuyBack Achievers Portfolio,50.92,1344288000,NAN,NAN,NAN,4/23/17
PSDO,"Presidio, Inc.",15.13,1340685096,2017,Technology,Retail: Computer Software & Peripheral Equipment,4/23/17
MANT,ManTech International Corporation,34.39,1334028990,2002,Consumer Services,Other Consumer Services,4/26/17
HUBG,"Hub Group, Inc.",38.95,1329873667,1996,Transportation,Oil Refining/Marketing,4/26/17
EGRX,"Eagle Pharmaceuticals, Inc.",87.28,1329026961,2014,Health Care,Major Pharmaceuticals,4/23/17
TTEC,"TeleTech Holdings, Inc.",28.95,1328602379,1996,Technology,Professional Services,4/24/17
OSIS,"OSI Systems, Inc.",71.03,1327704551,1997,Technology,Semiconductors,4/24/17
SSRI,Silver Standard Resources Inc.,11.1,1325623516,NAN,Basic Industries,Precious Metals,4/23/17
PBYI,Puma Biotechnology Inc,35.65,1317338016,NAN,Health Care,Major Pharmaceuticals,4/25/17
RUSHA,"Rush Enterprises, Inc.",33.16,1315949560,NAN,Consumer Durables,Automotive Aftermarket,4/25/17
BPFH,"Boston Private Financial Holdings, Inc.",15.55,1308283778,NAN,Finance,Major Banks,4/25/17
SPTN,SpartanNash Company,34.82,1306422165,NAN,Consumer Non-Durables,Food Distributors,4/24/17
HMHC,Houghton Mifflin Harcourt Company,10.6,1305540997,2013,Consumer Services,Books,4/23/17
QLYS,"Qualys, Inc.",35.7,1298028438,2012,Technology,Computer Software: Prepackaged Software,4/26/17
TQQQ,ProShares UltraPro QQQ,84.23,1297142000,NAN,NAN,NAN,4/26/17
KRNY,Kearny Financial,14.65,1292722519,NAN,Finance,Savings Institutions,4/23/17
GNCMA,"General Communication, Inc.",35.59,1275687960,NAN,Public Utilities,Telecommunications Equipment,4/23/17
BABY,Natus Medical Incorporated,38.75,1273584741,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,4/25/17
THRM,Gentherm Inc,34.65,1267597866,NAN,Capital Goods,Auto Parts:O.E.M.,4/24/17
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,35.05,1267057500,NAN,NAN,NAN,4/24/17
MIME,Mimecast Limited,22.97,1266130243,2015,Technology,Computer Software: Prepackaged Software,4/24/17
VREX,Varex Imaging Corporation,33.84,1265166943,NAN,Capital Goods,Industrial Machinery/Components,4/26/17
MMSI,"Merit Medical Systems, Inc.",28.2,1259966356,NAN,Health Care,Medical/Dental Instruments,4/26/17
CALD,"Callidus Software, Inc.",19.75,1258681029,2003,Technology,EDP Services,4/25/17
CNMD,CONMED Corporation,45.21,1258489612,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,4/23/17
GBT,"Global Blood Therapeutics, Inc.",28.9,1258137600,2015,Health Care,Major Pharmaceuticals,4/24/17
MINI,"Mobile Mini, Inc.",28.3,1257635416,1994,Capital Goods,Metal Fabrications,4/25/17
BOBE,"Bob Evans Farms, Inc.",63.38,1253631238,NAN,Consumer Services,Restaurants,4/26/17
TRUE,"TrueCar, Inc.",14.2,1246980867,2014,Technology,"Computer Software: Programming, Data Processing",4/23/17
CSTE,Caesarstone Ltd.,36.1,1239008785,2012,Capital Goods,Building Materials,4/24/17
MYGN,"Myriad Genetics, Inc.",18.15,1235861288,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,4/25/17
SPNC,The Spectranetics Corporation,28.4,1234692584,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,4/23/17
HTLF,"Heartland Financial USA, Inc.",47.1,1233270733,NAN,Finance,Major Banks,4/24/17
GPRO,"GoPro, Inc.",8.63,1226426500,2014,Miscellaneous,Industrial Machinery/Components,4/23/17
AMSF,"AMERISAFE, Inc.",63.7,1224959600,2005,Finance,Property-Casualty Insurers,4/23/17
FTSL,First Trust Senior Loan Fund ETF,48.52,1222704097,NAN,NAN,NAN,4/25/17
CSGS,"CSG Systems International, Inc.",36.08,1220842315,1996,Technology,EDP Services,4/24/17
SYKE,"Sykes Enterprises, Incorporated",28.44,1219920092,1996,Technology,EDP Services,4/25/17
RUSHB,"Rush Enterprises, Inc.",30.62,1215150046,NAN,Consumer Durables,Automotive Aftermarket,4/26/17
CSFL,"CenterState Banks, Inc.",23.74,1212280655,NAN,Finance,Major Banks,4/26/17
AOBC,American Outdoor Brands Corporation,21.16,1210352000,NAN,Capital Goods,Ordnance And Accessories,4/25/17
BNCL,"Beneficial Bancorp, Inc.",15.85,1207715809,NAN,Finance,Savings Institutions,4/23/17
CNSL,"Consolidated Communications Holdings, Inc.",23.86,1207455438,2005,Public Utilities,Telecommunications Equipment,4/26/17
LABL,Multi-Color Corporation,70.95,1202348641,1987,Miscellaneous,Publishing,4/23/17
CORT,Corcept Therapeutics Incorporated,10.62,1199448192,2004,Health Care,Major Pharmaceuticals,4/26/17
AXDX,"Accelerate Diagnostics, Inc.",23.05,1198354379,NAN,Capital Goods,Biotechnology: Laboratory Analytical Instruments,4/24/17
TILE,"Interface, Inc.",18.6,1197133367,NAN,Consumer Durables,Home Furnishings,4/24/17
RGEN,Repligen Corporation,35.35,1196437506,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/24/17
ETSY,"Etsy, Inc.",10.29,1194974809,2015,Miscellaneous,Business Services,4/26/17
LOXO,"Loxo Oncology, Inc.",45.7,1194906749,2014,Health Care,Major Pharmaceuticals,4/23/17
HYLS,First Trust High Yield Long/Short ETF,48.79,1188036598,NAN,NAN,NAN,4/26/17
JRVR,"James River Group Holdings, Ltd.",40.41,1185000378,2014,Finance,Property-Casualty Insurers,4/25/17
GIII,"G-III Apparel Group, LTD.",24.33,1183421978,1989,Consumer Non-Durables,Apparel,4/26/17
BATRK,Liberty Media Corporation,23.93,1183325769,NAN,Consumer Services,Broadcasting,4/24/17
SMCI,"Super Micro Computer, Inc.",24.45,1180834657,2007,Technology,Computer Manufacturing,4/24/17
PRIM,Primoris Services Corporation,22.88,1179799375,NAN,Basic Industries,Water Supply,4/25/17
SRCE,1st Source Corporation,43.81,1178169888,NAN,Finance,Major Banks,4/24/17
ROCK,"Gibraltar Industries, Inc.",37.3,1177959886,1993,Capital Goods,Steel/Iron Ore,4/23/17
MDXG,"MiMedx Group, Inc",10.74,1168950611,NAN,Health Care,Medical/Dental Instruments,4/26/17
CTRE,"CareTrust REIT, Inc.",17.33,1166203374,NAN,Consumer Services,Real Estate Investment Trusts,4/26/17
BSFT,"BroadSoft, Inc.",37.95,1158745224,2010,Technology,Computer Software: Prepackaged Software,4/23/17
MEDP,"Medpace Holdings, Inc.",28.44,1158498025,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/26/17
AAXN,"Axon Enterprise, Inc.",22.04,1153455642,NAN,Capital Goods,Ordnance And Accessories,4/23/17
STBA,"S&T Bancorp, Inc.",32.78,1144448894,NAN,Finance,Major Banks,4/26/17
FMI,"Foundation Medicine, Inc.",32.3,1144017485,2013,Health Care,Medical Specialities,4/23/17
LORL,"Loral Space and Communications, Inc.",36.85,1139871874,NAN,Technology,Radio And Television Broadcasting And Communications Equipment,4/23/17
FRTA,"Forterra, Inc.",17.73,1137809151,2016,Capital Goods,Building Materials,4/24/17
ATNI,"ATN International, Inc.",69.95,1129277067,NAN,Public Utilities,Telecommunications Equipment,4/23/17
WETF,"WisdomTree Investments, Inc.",8.22,1123037443,NAN,Finance,Investment Bankers/Brokers/Service,4/24/17
STFC,State Auto Financial Corporation,26.65,1118931670,1991,Finance,Property-Casualty Insurers,4/25/17
CVGW,"Calavo Growers, Inc.",63.7,1114750000,NAN,Consumer Non-Durables,Farming/Seeds/Milling,4/26/17
DIOD,Diodes Incorporated,23.03,1113476388,NAN,Technology,Semiconductors,4/23/17
VECO,Veeco Instruments Inc.,27.4,1111609862,1994,Technology,Industrial Machinery/Components,4/25/17
SSYS,"Stratasys, Ltd.",21,1106609091,1994,Technology,Computer peripheral equipment,4/25/17
TVTY,"Tivity Health, Inc.",28.2,1103394908,NAN,Health Care,Hospital/Nursing Management,4/24/17
SODA,SodaStream International Ltd.,50.8,1102251339,2010,Consumer Durables,Consumer Electronics/Appliances,4/25/17
XLRN,Acceleron Pharma Inc.,28.69,1101544173,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/24/17
PNK,"Pinnacle Entertainment, Inc.",19.41,1094900088,NAN,Consumer Services,Hotels/Resorts,4/23/17
NWLI,"National Western Life Group, Inc.",300.91,1094158711,NAN,Finance,Life Insurance,4/24/17
SNCR,"Synchronoss Technologies, Inc.",23.59,1093926567,2006,Technology,EDP Services,4/24/17
ALDR,"Alder BioPharmaceuticals, Inc.",21.7,1093880074,2014,Health Care,Major Pharmaceuticals,4/24/17
GBDC,"Golub Capital BDC, Inc.",19.8,1093693333,2010,NAN,NAN,4/26/17
MB,"MINDBODY, Inc.",26.65,1089011289,2015,Technology,EDP Services,4/25/17
IPAR,"Inter Parfums, Inc.",34.9,1087038606,NAN,Consumer Non-Durables,Package Goods/Cosmetics,4/24/17
JOBS,"51job, Inc.",40.52,1085667393,2004,Technology,Diversified Commercial Services,4/26/17
UFCS,"United Fire Group, Inc",42.67,1085622216,NAN,Finance,Property-Casualty Insurers,4/23/17
ISLE,"Isle of Capri Casinos, Inc.",26.06,1077826459,NAN,Consumer Services,Hotels/Resorts,4/23/17
AIMC,Altra Industrial Motion Corp.,36.75,1077122214,2006,Capital Goods,Industrial Machinery/Components,4/23/17
APLP,"Archrock Partners, L.P.",16.4,1074525704,NAN,Public Utilities,Natural Gas Distribution,4/23/17
BUSE,First Busey Corporation,28.05,1072397895,NAN,Finance,Major Banks,4/23/17
PAHC,Phibro Animal Health Corporation,27.2,1072150560,2014,Health Care,Major Pharmaceuticals,4/23/17
VGIT,Vanguard Intermediate -Term Government Bond ETF,64.81,1069442189,NAN,NAN,NAN,4/26/17
VONG,Vanguard Russell 1000 Growth ETF,115.32,1061141313,NAN,NAN,NAN,4/26/17
SAIA,"Saia, Inc.",41.6,1058575024,NAN,Transportation,Trucking Freight/Courier Services,4/23/17
INSM,"Insmed, Inc.",17.01,1056078659,NAN,Health Care,Major Pharmaceuticals,4/23/17
ANDE,"The Andersons, Inc.",37.1,1052012163,NAN,Consumer Services,Farming/Seeds/Milling,4/23/17
MHLD,"Maiden Holdings, Ltd.",12.15,1051564627,NAN,Finance,Property-Casualty Insurers,4/26/17
LKFN,Lakeland Financial Corporation,41.73,1050793073,NAN,Finance,Major Banks,4/23/17
ABAX,"ABAXIS, Inc.",46.51,1048335400,1992,Capital Goods,Industrial Machinery/Components,4/25/17
XNCR,"Xencor, Inc.",22.45,1045579565,2013,Health Care,Major Pharmaceuticals,4/26/17
GHDX,"Genomic Health, Inc.",30.66,1044484715,2005,Health Care,Medical Specialities,4/24/17
SAFT,"Safety Insurance Group, Inc.",68.55,1038574932,2002,Finance,Property-Casualty Insurers,4/24/17
PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,16.83,1034203500,NAN,NAN,NAN,4/26/17
SONC,Sonic Corp.,24.35,1033211018,1991,Consumer Services,Restaurants,4/25/17
CVCO,"Cavco Industries, Inc.",114.8,1032427166,NAN,Basic Industries,Homebuilding,4/26/17
IPCC,Infinity Property and Casualty Corporation,93.25,1029360733,2003,Finance,Property-Casualty Insurers,4/26/17
WIN,"Windstream Holdings, Inc.",5.55,1028044615,NAN,Public Utilities,Telecommunications Equipment,4/23/17
SCSS,Select Comfort Corporation,24.57,1027140054,1998,Consumer Durables,Home Furnishings,4/25/17
BRKL,"Brookline Bancorp, Inc.",14.55,1026655522,NAN,Finance,Savings Institutions,4/23/17
GTLS,"Chart Industries, Inc.",33.44,1026199029,2006,Capital Goods,Metal Fabrications,4/26/17
RAVN,"Raven Industries, Inc.",28.25,1019154317,NAN,Capital Goods,Specialty Chemicals,4/24/17
FOLD,"Amicus Therapeutics, Inc.",7.13,1017743587,2007,Health Care,Major Pharmaceuticals,4/26/17
CENX,Century Aluminum Company,11.64,1015670281,1996,Basic Industries,Aluminum,4/23/17
SGYP,"Synergy Pharmaceuticals, Inc.",4.55,1015175716,NAN,Health Care,Major Pharmaceuticals,4/26/17
VONV,Vanguard Russell 1000 Value ETF,98.92,1008984000,NAN,NAN,NAN,4/25/17
SPSC,"SPS Commerce, Inc.",58.65,1008810850,2010,Technology,Computer Software: Prepackaged Software,4/23/17
LTRPB,"Liberty TripAdvisor Holdings, Inc.",13.4,1005035858,NAN,Technology,EDP Services,4/23/17
FOXF,Fox Factory Holding Corp.,26.7,993531510.6,2013,Consumer Non-Durables,Motor Vehicles,4/25/17
CHRS,"Coherus BioSciences, Inc.",19.35,992423322.5,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/26/17
TTS,"Tile Shop Hldgs, Inc.",19.15,988316582.2,NAN,Consumer Services,Home Furnishings,4/23/17
LTRPA,"Liberty TripAdvisor Holdings, Inc.",13.15,986285189.4,NAN,Technology,EDP Services,4/25/17
IPXL,"Impax Laboratories, Inc.",13.35,985329243.9,NAN,Health Care,Major Pharmaceuticals,4/24/17
USCR,"U S Concrete, Inc.",61.95,984392252.6,NAN,Capital Goods,Building Materials,4/23/17
AIMT,"Aimmune Therapeutics, Inc.",19.57,983380288.3,2015,Health Care,Major Pharmaceuticals,4/25/17
ECOL,"US Ecology, Inc.",45.1,983131156.7,NAN,Public Utilities,Environmental Services,4/25/17
CPLA,Capella Education Company,84.85,981497538.6,2006,Consumer Services,Other Consumer Services,4/23/17
FTA,First Trust Large Cap Value AlphaDEX Fund,48.49,979498097,NAN,NAN,NAN,4/23/17
GOGO,Gogo Inc.,11.29,974283025.5,2013,Consumer Services,Telecommunications Equipment,4/25/17
IRDM,Iridium Communications Inc,10,973807830,NAN,Consumer Durables,Telecommunications Equipment,4/26/17
VTWO,Vanguard Russell 2000 ETF,107.25,973293750,NAN,NAN,NAN,4/24/17
NRCIB,National Research Corporation,39.74,971913470.4,NAN,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/25/17
ZIOP,ZIOPHARM Oncology Inc,7.33,970320991.1,NAN,Health Care,Major Pharmaceuticals,4/25/17
ATSG,"Air Transport Services Group, Inc",16.27,969489422.2,NAN,Transportation,Air Freight/Delivery Services,4/25/17
PPBI,Pacific Premier Bancorp Inc,34.7,969156356.6,NAN,Finance,Major Banks,4/23/17
EIGI,"Endurance International Group Holdings, Inc.",6.8,966552544,2013,Technology,Computer Software: Prepackaged Software,4/25/17
CAFD,8point3 Energy Partners LP,12.21,965529034.5,2015,Public Utilities,Electric Utilities: Central,4/23/17
UEIC,Universal Electronics Inc.,67,964134757,1993,Consumer Non-Durables,Consumer Electronics/Appliances,4/24/17
